OrderID,Discount,UnitPrice,ShippingCost,CustomerID,CustomerName,ShipMode,ProductCategory,ProductSubCategory,ProductName,Region,State,City,PostalCode,OrderDate,ShipDate,Profit,Sales,Year,Month,Day
13601,0.09,49.43,19.99,1745,Herbert Holden,Regular Air,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",South,Georgia,Atlanta,30305,2013/8/16,2013/8/20,-126.0308,1645.82,2013,8,16
12224,0.1,35.99,5,1745,Herbert Holden,Regular Air,Technology,Telephones and Communication,Accessory17,South,Georgia,Atlanta,30305,2010/12/12,2010/12/12,-277.20924,1569,2010,12,12
3138,0.07,179.99,19.99,471,Ross Simpson,Express Air,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,South,Georgia,Atlanta,30318,2010/2/8,2010/2/8,-568.5351,718.03,2010,2,8
12224,0.04,124.49,51.94,1745,Herbert Holden,Delivery Truck,Furniture,Tables,Bevis 36 x 72 Conference Tables,South,Georgia,Atlanta,30305,2010/12/12,2010/12/14,-247.55157,605.82,2010,12,12
36065,0.03,16.98,12.39,1060,Gene Gilliam,Regular Air,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,South,Georgia,Atlanta,30318,2011/2/17,2011/2/17,-85.0934,538.3,2011,2,17
5703,0.06,12.28,6.47,1745,Herbert Holden,Regular Air,Office Supplies,Paper,Xerox 1881,South,Georgia,Atlanta,30305,2011/5/15,2011/5/16,6.9948,518.42,2011,5,15
86063,0.09,89.99,42,2655,Benjamin Lam,Delivery Truck,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",South,Georgia,Atlanta,30318,2010/4/18,2010/4/18,223.416,511.25,2010,4,18
40165,0.07,8.62,4.5,471,Ross Simpson,Regular Air,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",South,Georgia,Atlanta,30318,2012/3/2,2012/3/5,-99.9761,471.92,2012,3,2
86071,0.08,30.98,19.99,2655,Benjamin Lam,Regular Air,Office Supplies,Paper,Xerox 1988,South,Georgia,Atlanta,30318,2012/10/3,2012/10/5,14.604,471.72,2012,10,3
25697,0.02,8.46,3.62,1745,Herbert Holden,Regular Air,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",South,Georgia,Atlanta,30305,2012/4/26,2012/4/26,-49.875,452.46,2012,4,26
18341,0,5.78,7.96,471,Ross Simpson,Regular Air,Office Supplies,Paper,Xerox 196,South,Georgia,Atlanta,30318,2013/7/18,2013/7/18,-219.7958,335.49,2013,7,18
1793,0.03,6.28,5.36,1745,Herbert Holden,Regular Air,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,South,Georgia,Atlanta,30305,2013/7/11,2013/7/11,-95.62434,324.21,2013,7,11
3271,0.06,8.34,1.43,1745,Herbert Holden,Express Air,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",South,Georgia,Atlanta,30305,2012/12/31,2013/1/1,34.2638,292.2,2012,12,31
26818,0.1,7.3,7.72,1060,Gene Gilliam,Regular Air,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",South,Georgia,Atlanta,30318,2013/1/8,2013/1/9,-215.72068,279.27,2013,1,8
86067,0.02,24.92,12.98,2655,Benjamin Lam,Regular Air,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,South,Georgia,Atlanta,30318,2011/12/28,2011/12/29,-16.2127,274.59,2011,12,28
13408,0.04,60.65,12.23,1745,Herbert Holden,Regular Air,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",South,Georgia,Atlanta,30305,2010/2/14,2010/2/16,116.5063,256.77,2010,2,14
12256,0.1,2.88,0.5,1745,Herbert Holden,Regular Air,Office Supplies,Labels,Avery 49,South,Georgia,Atlanta,30305,2013/12/18,2013/12/20,29.8753,235.94,2013,12,18
56931,0.05,7.99,5.03,1060,Gene Gilliam,Regular Air,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,South,Georgia,Atlanta,30318,2011/2/3,2011/2/5,-147.09002,232.42,2011,2,3
58496,0.06,6.48,10.05,1060,Gene Gilliam,Regular Air,Office Supplies,Paper,Xerox 1997,South,Georgia,Atlanta,30318,2012/6/11,2012/6/13,-164.8402,227.65,2012,6,11
26818,0.05,8.85,5.6,1060,Gene Gilliam,Regular Air,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,South,Georgia,Atlanta,30318,2013/1/8,2013/1/9,-25.90973,220.48,2013,1,8
57061,0.06,17.78,5.03,1060,Gene Gilliam,Regular Air,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",South,Georgia,Atlanta,30318,2013/11/30,2013/12/2,31.3828,202.29,2013,11,30
13634,0.04,5.58,5.3,471,Ross Simpson,Regular Air,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,South,Georgia,Atlanta,30318,2012/4/18,2012/4/19,-73.9613,168.2,2012,4,18
57061,0.07,6.3,0.5,1060,Gene Gilliam,Regular Air,Office Supplies,Labels,Avery 51,South,Georgia,Atlanta,30318,2010/11/30,2010/11/30,4.1674,121.87,2010,11,30
26818,0.01,11.97,4.98,1060,Gene Gilliam,Express Air,Office Supplies,Appliances,Staples 6 Outlet Surge,South,Georgia,Atlanta,30318,2013/1/8,2013/1/10,-6.8628,94.07,2013,1,8
54145,0.1,2.08,5.33,1745,Herbert Holden,Regular Air,Furniture,Office Furnishings,Eldon? Wave Desk Accessories,South,Georgia,Atlanta,30305,2011/1/2,2011/1/2,-176.9698,70.25,2011,1,2
18561,0.02,4.13,6.89,1745,Herbert Holden,Regular Air,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",South,Georgia,Atlanta,30305,2010/1/9,2010/1/10,-51.737,45.87,2010,1,9
52932,0,6.48,6.6,1745,Herbert Holden,Regular Air,Office Supplies,Paper,Xerox 21,South,Georgia,Atlanta,30305,2013/5/12,2013/5/17,-18.2476,34.97,2013,5,12
86064,0.07,2.94,0.81,2655,Benjamin Lam,Regular Air,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,South,Georgia,Atlanta,30318,2010/10/8,2010/10/9,-93.9274,29.88,2010,10,8
87777,0.03,3.29,1.35,2594,Lillian George,Regular Air,Office Supplies,Rubber Bands,Acco? Hot Clips? Clips to Go,South,Georgia,Atlanta,30318,2011/5/15,2011/5/17,-39.802,20.77,2011,5,15
52322,0.1,3.95,2,1745,Herbert Holden,Regular Air,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,South,Georgia,Atlanta,30305,2013/2/2,2013/2/9,-3.1122,5.7,2013,2,2
32037,0.07,699.99,24.49,1129,Pam Patton,Regular Air,Technology,Copiers and Fax,Canon Imageclass D680 Copier / Fax,East,Massachusetts,Boston,2118,2010/2/16,2010/2/20,325.29,9862.51,2010,2,16
7623,0.03,300.65,24.49,3011,Tammy Raynor,Regular Air,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,East,Massachusetts,Boston,2113,2010/10/28,2010/10/30,1282.496,9705.46,2010,10,28
42599,0.04,300.98,54.92,102,Caroline Johnston,Delivery Truck,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",East,Massachusetts,Boston,2129,2010/4/6,2010/4/7,2023.75,9459.94,2010,4,6
39878,0,150.98,39.25,3011,Tammy Raynor,Delivery Truck,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",East,Massachusetts,Boston,2113,2012/3/5,2012/3/7,-375.3321,8583.39,2012,3,5
59108,0.02,125.99,8.99,1129,Pam Patton,Regular Air,Technology,Telephones and Communication,M70,East,Massachusetts,Boston,2118,2012/10/7,2012/10/16,777.7512,8323.56,2012,10,7
13570,0.04,110.99,8.99,1413,Pamela Wiley,Regular Air,Technology,Telephones and Communication,LX 677,East,Massachusetts,Boston,2113,2013/12/2,2013/12/2,1086.957,8155.51,2013,12,2
16710,0.09,145.45,17.85,102,Caroline Johnston,Delivery Truck,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,East,Massachusetts,Boston,2129,2012/4/24,2012/4/26,1300.8,6258.27,2012,4,24
54053,0.03,200.99,8.08,102,Caroline Johnston,Regular Air,Technology,Telephones and Communication,5125,East,Massachusetts,Boston,2129,2013/2/14,2013/2/15,1185.408,5634.35,2013,2,14
7623,0.1,104.85,4.65,3011,Tammy Raynor,Regular Air,Office Supplies,Paper,Xerox 1941,East,Massachusetts,Boston,2113,2010/10/28,2010/10/29,1184.12,5582.63,2010,10,28
612,0.01,65.99,2.5,3011,Tammy Raynor,Regular Air,Technology,Telephones and Communication,6190,East,Massachusetts,Boston,2113,2013/10/20,2013/10/22,881.676,5297.63,2013,10,20
54595,0.09,130.98,30,1217,Billy Perry Browning,Delivery Truck,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",East,Massachusetts,Boston,2112,2010/4/28,2010/5/1,-421.76,5258.94,2010,4,28
12930,0.06,22.98,4.5,1413,Pamela Wiley,Regular Air,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,East,Massachusetts,Boston,2113,2012/11/24,2012/11/25,261.87,3911.34,2012,11,24
5702,0.01,99.99,19.99,1413,Pamela Wiley,Regular Air,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,East,Massachusetts,Boston,2113,2011/9/6,2011/9/8,199.73,3670.9,2011,9,6
7623,0.06,49.99,19.99,3011,Tammy Raynor,Regular Air,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,East,Massachusetts,Boston,2113,2010/10/28,2010/10/30,17.2,3247.54,2010,10,28
54592,0.05,70.98,26.85,1217,Billy Perry Browning,Delivery Truck,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",East,Massachusetts,Boston,2112,2012/6/12,2012/6/16,-15.29,3238.99,2012,6,12
18530,0,65.99,5.99,1413,Pamela Wiley,Regular Air,Technology,Telephones and Communication,i1000,East,Massachusetts,Boston,2113,2011/12/31,2012/1/2,286.362,2744.4,2011,12,31
19041,0.04,42.98,4.62,1413,Pamela Wiley,Regular Air,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,East,Massachusetts,Boston,2113,2012/7/26,2012/8/4,530.22,2495.08,2012,7,26
15009,0.09,28.15,8.99,1217,Billy Perry Browning,Express Air,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",East,Massachusetts,Boston,2112,2012/12/21,2012/12/23,-7.8,2400.26,2012,12,21
4004,0.05,34.58,8.99,3011,Tammy Raynor,Regular Air,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,East,Massachusetts,Boston,2113,2011/5/6,2011/5/7,195.48,2199.64,2011,5,6
10277,0,65.99,5.26,1413,Pamela Wiley,Regular Air,Technology,Telephones and Communication,g520,East,Massachusetts,Boston,2113,2010/4/7,2010/4/8,542.25,2144.92,2010,4,7
49824,0.01,65.99,5.31,1217,Billy Perry Browning,Express Air,Technology,Telephones and Communication,3390,East,Massachusetts,Boston,2112,2012/3/22,2012/3/23,440.199,2130.56,2012,3,22
89371,0.04,100.98,15.66,845,Maureen Bradley,Delivery Truck,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,East,Massachusetts,Boston,2210,2013/10/22,2013/10/22,807.29,1923.81,2013,10,22
39654,0.03,21.38,2.99,1413,Pamela Wiley,Express Air,Office Supplies,Binders and Binder Accessories,Trimflex? Flexible Post Binders,East,Massachusetts,Boston,2113,2013/9/30,2013/10/1,330.0295,1800.11,2013,9,30
42528,0.02,35.44,19.99,102,Caroline Johnston,Regular Air,Office Supplies,Paper,Xerox 1880,East,Massachusetts,Boston,2129,2011/2/23,2011/2/25,47.65,1356.45,2011,2,23
39430,0.03,30.98,6.5,1129,Pam Patton,Regular Air,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,East,Massachusetts,Boston,2118,2010/6/13,2010/6/17,-144.2,1332.09,2010,6,13
3397,0.1,19.98,4,102,Caroline Johnston,Regular Air,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,East,Massachusetts,Boston,2129,2010/6/22,2010/6/24,-20.25,1233.32,2010,6,22
86179,0.04,415.88,11.37,967,Brandon C Yates,Regular Air,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,East,Massachusetts,Boston,2108,2013/6/24,2013/6/26,-131.672,830.43,2013,6,24
54053,0.06,55.99,5,102,Caroline Johnston,Express Air,Technology,Telephones and Communication,Accessory6,East,Massachusetts,Boston,2129,2013/2/14,2013/2/15,-230.34,821.79,2013,2,14
91218,0.08,41.32,8.66,656,Emma Hayes,Express Air,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,Massachusetts,Boston,2116,2013/12/19,2013/12/19,190.4448,777.11,2013,12,19
14023,0.08,21.38,2.99,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock?,East,Massachusetts,Boston,2118,2011/2/20,2011/2/22,241.077,711.1,2011,2,20
11779,0.09,10.97,6.5,102,Caroline Johnston,Regular Air,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,East,Massachusetts,Boston,2129,2011/6/29,2011/6/30,-172.34,684.66,2011,6,29
10080,0,30.73,4,1413,Pamela Wiley,Regular Air,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,East,Massachusetts,Boston,2113,2011/2/12,2011/2/19,-26.83,637.04,2011,2,12
612,0.1,5.28,6.26,3011,Tammy Raynor,Regular Air,Office Supplies,Paper,Xerox 1928,East,Massachusetts,Boston,2113,2013/10/20,2013/10/22,-166.29,552.03,2013,10,20
14023,0.03,9.99,5.12,1129,Pam Patton,Regular Air,Office Supplies,Paper,Xerox 1948,East,Massachusetts,Boston,2118,2011/2/20,2011/2/21,40.61,498.16,2011,2,20
45539,0.02,16.48,1.99,1413,Pamela Wiley,Express Air,Technology,Computer Peripherals,Maxell DVD-RAM Discs,East,Massachusetts,Boston,2113,2010/8/2,2010/8/4,69.61,484.56,2010,8,2
39972,0.03,6.3,0.5,3011,Tammy Raynor,Regular Air,Office Supplies,Labels,Avery 48,East,Massachusetts,Boston,2113,2013/9/25,2013/9/26,108.49,474.83,2013,9,25
37250,0.03,35.94,6.66,1413,Pamela Wiley,Regular Air,Office Supplies,Envelopes,"Tyvek ? Top-Opening Peel & Seel ? Envelopes, Gray",East,Massachusetts,Boston,2113,2011/1/14,2011/1/15,51.244,473.46,2011,1,14
11779,0.04,6.88,2,102,Caroline Johnston,Regular Air,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16¡± x 11¡±",East,Massachusetts,Boston,2129,2011/6/29,2011/7/1,86.6,470.11,2011,6,29
15009,0.08,7.78,2.5,1217,Billy Perry Browning,Express Air,Office Supplies,Envelopes,Staples #10 Colored Envelopes,East,Massachusetts,Boston,2112,2012/12/21,2012/12/22,61.09,458.86,2012,12,21
41350,0.01,419.19,19.99,1217,Billy Perry Browning,Regular Air,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,East,Massachusetts,Boston,2112,2011/5/8,2011/5/9,-259.01,423.3,2011,5,8
13735,0.02,7.64,1.39,1129,Pam Patton,Regular Air,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",East,Massachusetts,Boston,2118,2010/5/21,2010/5/23,117.38,406.91,2010,5,21
42528,0.02,9.78,1.99,102,Caroline Johnston,Express Air,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",East,Massachusetts,Boston,2129,2011/2/23,2011/2/24,81.87,313.05,2011,2,23
32037,0.04,8.6,6.19,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,East,Massachusetts,Boston,2118,2010/2/16,2010/2/23,-63.8135,311.66,2010,2,16
39972,0.01,3.69,0.5,3011,Tammy Raynor,Regular Air,Office Supplies,Labels,Avery 501,East,Massachusetts,Boston,2113,2013/9/25,2013/9/27,62.73,292.58,2013,9,25
12897,0.05,6.48,7.91,1129,Pam Patton,Express Air,Office Supplies,Paper,Xerox 216,East,Massachusetts,Boston,2118,2012/7/18,2012/7/19,-120.95,286.62,2012,7,18
48706,0.09,7.28,11.15,1217,Billy Perry Browning,Regular Air,Office Supplies,Paper,"Array? Parchment Paper, Assorted Colors",East,Massachusetts,Boston,2112,2013/10/30,2013/11/6,-130.96,280.31,2013,10,30
54592,0.03,4.18,6.92,1217,Billy Perry Browning,Regular Air,Furniture,Office Furnishings,"Eldon? Image Series Desk Accessories, Burgundy",East,Massachusetts,Boston,2112,2012/6/12,2012/6/14,-133.77,254.36,2012,6,12
42528,0.02,17.7,9.47,102,Caroline Johnston,Regular Air,Office Supplies,Storage & Organization,Portfile? Personal File Boxes,East,Massachusetts,Boston,2129,2011/2/23,2011/2/24,-43.52,250.75,2011,2,23
54595,0.02,8.34,2.64,1217,Billy Perry Browning,Regular Air,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Elite Stainless Steel Scissors,East,Massachusetts,Boston,2112,2013/4/28,2013/4/30,6.79,250.29,2013,4,28
10247,0.03,9.78,1.99,1129,Pam Patton,Regular Air,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",East,Massachusetts,Boston,2118,2011/1/10,2011/1/12,17.656,231.95,2011,1,10
43814,0.03,4.2,2.26,1413,Pamela Wiley,Regular Air,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,Massachusetts,Boston,2113,2012/1/9,2012/1/10,5.52,224.95,2012,1,9
43814,0.09,5.28,2.99,1413,Pamela Wiley,Regular Air,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock? Ring Binders",East,Massachusetts,Boston,2113,2012/1/9,2012/1/10,-20.608,221.74,2012,1,9
39972,0.05,5.06,2.99,3011,Tammy Raynor,Regular Air,Office Supplies,Binders and Binder Accessories,Wilson Jones Standard D-Ring Binders,East,Massachusetts,Boston,2113,2013/9/25,2013/9/28,-7.36,204.34,2013,9,25
42528,0.02,6.48,9.17,102,Caroline Johnston,Regular Air,Office Supplies,Paper,Xerox 1996,East,Massachusetts,Boston,2129,2011/2/23,2011/2/24,-147.72,200.7,2011,2,23
12897,0.03,3.69,0.5,1129,Pam Patton,Regular Air,Office Supplies,Labels,Avery 487,East,Massachusetts,Boston,2118,2012/7/18,2012/7/19,59.92,192.28,2012,7,18
26406,0.09,4.24,5.41,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,East,Massachusetts,Boston,2118,2012/4/12,2012/4/15,-134.297,188.39,2012,4,12
49125,0.05,5.78,7.64,1129,Pam Patton,Express Air,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),East,Massachusetts,Boston,2118,2010/3/29,2010/3/31,-116.05,177.41,2010,3,29
45539,0.08,3.38,0.85,1413,Pamela Wiley,Regular Air,Office Supplies,Pens & Art Supplies,Avery Hi-Liter? Fluorescent Desk Style Markers,East,Massachusetts,Boston,2113,2013/8/2,2013/8/4,13.82,174.66,2013,8,2
48263,0.1,5.98,7.5,102,Caroline Johnston,Regular Air,Office Supplies,Paper,Xerox 1920,East,Massachusetts,Boston,2129,2011/3/9,2011/3/10,-124.72,164.22,2011,3,9
42528,0.01,3.49,0.76,102,Caroline Johnston,Regular Air,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,East,Massachusetts,Boston,2129,2011/2/23,2011/2/25,56.73,161.28,2011,2,23
89389,0,6.68,5.66,1047,Gayle Pearson,Regular Air,Office Supplies,Paper,Xerox 1923,East,Massachusetts,Boston,2109,2010/8/27,2010/8/29,-40.0088,157.78,2010,8,27
41604,0.06,6.37,5.19,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",East,Massachusetts,Boston,2118,2013/2/10,2013/2/11,-48.2195,138.24,2013,2,10
48263,0.07,5.68,1.21,102,Caroline Johnston,Regular Air,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,Massachusetts,Boston,2129,2011/3/9,2011/3/10,37.5,135.91,2011,3,9
59108,0.09,3.28,3.97,1129,Pam Patton,Regular Air,Office Supplies,Pens & Art Supplies,Newell 342,East,Massachusetts,Boston,2118,2012/10/7,2012/10/12,-71.964,133.8,2012,10,7
87035,0.04,65.99,8.99,2511,Brad Teague,Express Air,Technology,Telephones and Communication,5180,East,Massachusetts,Boston,2111,2011/9/1,2011/9/6,-247.236,113.87,2011,9,1
18530,0.02,20.28,14.39,1413,Pamela Wiley,Regular Air,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",East,Massachusetts,Boston,2113,2011/12/31,2011/12/31,48.85,112.26,2011,12,31
10247,0.06,4.98,5.49,1129,Pam Patton,Regular Air,Office Supplies,Paper,Xerox 1952,East,Massachusetts,Boston,2118,2011/1/10,2011/1/11,-85.328,111.66,2011,1,10
56486,0.03,5.98,5.35,3011,Tammy Raynor,Regular Air,Office Supplies,Paper,Xerox 1947,East,Massachusetts,Boston,2113,2010/5/28,2010/5/29,-23.5,107.08,2010,5,28
57794,0.02,4.98,6.07,1129,Pam Patton,Regular Air,Office Supplies,Paper,Xerox 1897,East,Massachusetts,Boston,2118,2010/7/26,2010/7/28,-46.92,105.5,2010,7,26
4004,0.1,4.84,0.71,3011,Tammy Raynor,Regular Air,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,East,Massachusetts,Boston,2113,2011/5/6,2011/5/9,8.66,90.74,2011,5,6
48706,0.09,1.14,0.7,1217,Billy Perry Browning,Regular Air,Office Supplies,Rubber Bands,OIC Thumb-Tacks,East,Massachusetts,Boston,2112,2013/10/30,2013/11/3,-2.81,65.74,2013,10,30
86850,0.03,2.66,6.35,1855,Jerome Block,Regular Air,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,East,Massachusetts,Boston,2110,2011/11/6,2011/11/6,20.12,58.67,2011,11,6
44615,0.07,1.88,1.49,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,East,Massachusetts,Boston,2118,2011/5/9,2011/5/10,-10.258,53.6,2011,5,9
19041,0.08,10.89,4.5,1413,Pamela Wiley,Regular Air,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,East,Massachusetts,Boston,2113,2012/7/26,2012/7/30,-18.5,48.08,2012,7,26
3397,0.09,2.88,1.49,102,Caroline Johnston,Regular Air,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,East,Massachusetts,Boston,2129,2010/6/22,2010/6/23,-3.381,47.31,2010,6,22
13570,0.04,8.34,0.96,1413,Pamela Wiley,Regular Air,Furniture,Office Furnishings,Document Clip Frames,East,Massachusetts,Boston,2113,2013/12/2,2013/12/3,-8.8,33.94,2013,12,2
87617,0.02,3.8,1.49,2935,Shirley Riley,Regular Air,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,East,Massachusetts,Boston,2215,2010/5/11,2010/5/15,7.31,20.46,2010,5,11
3266,0.03,3.8,1.49,1129,Pam Patton,Regular Air,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,East,Massachusetts,Boston,2118,2012/3/16,2012/3/20,-2.553,17.12,2012,3,16
1537,0.07,2.16,6.05,1413,Pamela Wiley,Regular Air,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,East,Massachusetts,Boston,2113,2013/2/14,2013/2/14,-20.2975,16.6,2013,2,14
87260,0.1,2.22,5,975,Francis Evans,Regular Air,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Massachusetts,Boston,2108,2010/10/4,2010/10/9,-21.3192,8.8,2010,10,4
89015,0.01,3499.99,24.49,1025,Patrick Hendrix,Regular Air,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,East,New York,Centereach,11720,2013/12/1,2013/12/4,6643.55328,18537.69,2013,12,1
89013,0.08,284.98,69.55,1025,Patrick Hendrix,Delivery Truck,Furniture,Chairs & Chairmats,Global Commerce? Series High-Back Swivel/Tilt Chairs,East,New York,Centereach,11720,2012/11/8,2012/11/9,1010.9,5668.64,2012,11,8
89015,0,89.99,42,1025,Patrick Hendrix,Delivery Truck,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",East,New York,Centereach,11720,2013/12/1,2013/12/2,-203.45472,1911.3,2013,12,1
88435,0,120.97,26.3,1003,Jessie Coble,Delivery Truck,Technology,Office Machines,Canon S750 Color Inkjet Printer,East,New York,Centereach,11720,2013/2/17,2013/2/24,968.8221,1404.09,2013,2,17
